file,folder,work_id,subject,event,location,year,credit,source,hero,confidence,notes,rights,width,height,capture_date,status,tags
sparceland__synapses-center__3301c0.jpg,portfolio-images,,synapses center,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,640,960,,local,charlie-site;sparceland
sparceland__10157400-732429746810360-632976613502463__a77278.jpg,portfolio-images,,10157400 732429746810360 632976613502463,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,960,640,,local,charlie-site;sparceland
sparceland__image-asset__b93c4c.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1072,1072,,local,charlie-site;sparceland
sparceland__image-asset__28abaf.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,453,604,,local,charlie-site;sparceland
sparceland__image-asset__1c76bc.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1000,667,,local,charlie-site;sparceland
sparceland__dsc-9717__175ab2.jpg,portfolio-images,,dsc 9717,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1400,934,,local,charlie-site;sparceland
sparceland__image-asset__621f7a.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1400,935,,local,charlie-site;sparceland
sparceland__image-asset__c5f5b1.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1400,935,,local,charlie-site;sparceland
sparceland__dsc-3298__6da4f5.jpg,portfolio-images,,dsc 3298,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1400,935,,local,charlie-site;sparceland
sparceland__image-asset__440b78.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1400,935,,local,charlie-site;sparceland
sparceland__dsc-2661__7008ab.jpg,portfolio-images,,dsc 2661,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1500,1002,,local,charlie-site;sparceland
sparceland__dsc-5848__feb784.jpg,portfolio-images,,dsc 5848,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1400,934,,local,charlie-site;sparceland
sparceland__dsc-3818__23d2e7.jpg,portfolio-images,,dsc 3818,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,935,1400,,local,charlie-site;sparceland
sparceland__dsc-1169__41e2da.jpg,portfolio-images,,dsc 1169,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1500,1002,,local,charlie-site;sparceland
sparceland__dsc-0185__e72bcf.jpg,portfolio-images,,dsc 0185,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1300,868,,local,charlie-site;sparceland
sparceland__dsc-0869__c73d94.jpg,portfolio-images,,dsc 0869,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1400,935,,local,charlie-site;sparceland
sparceland__dsc-0897__42b387.jpg,portfolio-images,,dsc 0897,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1400,935,,local,charlie-site;sparceland
sparceland__dsc-1092__0354ba.jpg,portfolio-images,,dsc 1092,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,868,1300,,local,charlie-site;sparceland
sparceland__dsc-0246__b0f2ab.jpg,portfolio-images,,dsc 0246,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1300,868,,local,charlie-site;sparceland
sparceland__1235985-10151560693716315-832299547-n__356c0d.jpg,portfolio-images,,1235985 10151560693716315 832299547 n,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,720,960,,local,charlie-site;sparceland
sparceland__1236927-10151560693036315-4253785-n__f3df4d.jpg,portfolio-images,,1236927 10151560693036315 4253785 n,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,640,480,,local,charlie-site;sparceland
sparceland__image-asset__e97d55.png,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,675,548,,local,charlie-site;sparceland
sparceland__ejm6372__46746a.jpg,portfolio-images,,ejm6372,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,2500,1668,2018-01-26,local,charlie-site;sparceland
sparceland__fabrication-process__d9d228.jpg,portfolio-images,,fabrication process,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,2048,1366,,local,charlie-site;sparceland
sparceland__firebirds__cb8405.jpg,portfolio-images,,firebirds,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,960,720,,local,charlie-site;sparceland
sparceland__afrikaburns-tripple-bypass__80a0cd.jpg,portfolio-images,,afrikaburns tripple bypass,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1000,667,,local,charlie-site;sparceland
sparceland__time-star-red__9953e8.jpg,portfolio-images,,time star red,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1024,768,,local,charlie-site;sparceland
sparceland__time-star-5__ad61e1.jpg,portfolio-images,,time star 5,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,604,604,,local,charlie-site;sparceland
sparceland__piggy-nyc-116__ba418e.jpg,portfolio-images,,piggy nyc 116,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,2248,4000,,local,charlie-site;sparceland
sparceland__piggy-nyc-076__d03408.jpg,portfolio-images,,piggy nyc 076,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,2500,1405,,local,charlie-site;sparceland
sparceland__piggy-nyc-060__9804e9.jpg,portfolio-images,,piggy nyc 060,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,2500,1405,,local,charlie-site;sparceland
sparceland__piggy-nyc-051__a03f19.jpg,portfolio-images,,piggy nyc 051,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,2500,1405,,local,charlie-site;sparceland
sparceland__sparsleand-studio__c303b2.jpg,portfolio-images,,sparsleand studio,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,850,807,,local,charlie-site;sparceland
sparceland__hearth-inside-fire-of-fires__42e7f3.jpg,portfolio-images,,hearth inside fire of fires,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,667,1000,,local,charlie-site;sparceland
sparceland__goatheadedrooster__fbd692.jpg,portfolio-images,,goatheadedrooster,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,720,960,,local,charlie-site;sparceland
sparceland__ejmoriarty__05fe7f.jpg,portfolio-images,,ejmoriarty,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,2048,1457,,local,charlie-site;sparceland
sparceland__dsc-1046__d42db9.jpg,portfolio-images,,dsc 1046,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1247,935,,local,charlie-site;sparceland
sparceland__unnamed-1__bc12df.jpg,portfolio-images,,unnamed 1,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,404,303,,local,charlie-site;sparceland
sparceland__camp-frontage-2014__bf8462.jpg,portfolio-images,,camp frontage 2014,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,960,640,,local,camp;charlie-site;sparceland
sparceland__304060-10150309143539076-1982985047-n__fbc2ea.jpg,portfolio-images,,304060 10150309143539076 1982985047 n,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,960,640,,local,charlie-site;sparceland
sparceland__ganecko__5ee455.jpg,portfolio-images,,ganecko,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1080,1080,,local,charlie-site;sparceland
sparceland__image-asset__9d66cc.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,983,960,,local,charlie-site;sparceland
sparceland__image-asset__41719e.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1334,889,,local,charlie-site;sparceland
sparceland__image-asset__cc9b72.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,640,960,,local,charlie-site;sparceland
sparceland__image-asset__d2c8f1.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,2048,1152,,local,charlie-site;sparceland
sparceland__image-asset__c2020f.jpeg,portfolio-images,,image asset,,,,Charlie Smith,sparceland.com/gallery-shift,no,medium,sparceland CDN image,charlie-site,1813,1360,,local,charlie-site;sparceland
sparceland__304060-10150309143539076-1982985047-n__5ebd9f.jpg,portfolio-images,,304060 10150309143539076 1982985047 n,,,,Charlie Smith,sparceland.com/bio-shift,no,medium,sparceland CDN image,charlie-site,960,640,,local,charlie-site;sparceland
scans/andsoon__andsoon.gif,Poetry,,poem scan: andsoon,,,,Charlie Smith,howhowhow.com/poems/andsoon.html,no,medium,poem visual from old site,charlie-site,154,442,,local,charlie-site;howhowhow;poem
scans/cheekyfreak__cheekyfreak.gif,Poetry,,poem scan: cheekyfreak,,,,Charlie Smith,howhowhow.com/poems/cheekyfreak.html,no,medium,poem visual from old site,charlie-site,236,489,,local,charlie-site;howhowhow;poem
scans/chicken__rooster.jpg,Poetry,,poem scan: chicken,,,,Charlie Smith,howhowhow.com/poems/chicken.html,no,medium,poem visual from old site,charlie-site,268,400,,local,charlie-site;howhowhow;poem
scans/chickenbaby__chickenbaby.jpg,Poetry,,poem scan: chickenbaby,,,,Charlie Smith,howhowhow.com/poems/chickenbaby.html,no,medium,poem visual from old site,charlie-site,295,400,,local,charlie-site;howhowhow;poem
scans/chickens__chickens.gif,Poetry,,poem scan: chickens,,,,Charlie Smith,howhowhow.com/poems/chickens.html,no,medium,poem visual from old site,charlie-site,236,318,,local,charlie-site;howhowhow;poem
scans/cuspofgoodness__cuspofgoodness.gif,Poetry,,poem scan: cuspofgoodness,,,,Charlie Smith,howhowhow.com/poems/cuspofgoodness.html,no,medium,poem visual from old site,charlie-site,287,581,,local,charlie-site;howhowhow;poem
scans/eff__eff.gif,Poetry,,poem scan: eff,,,,Charlie Smith,howhowhow.com/poems/eff.html,no,medium,poem visual from old site,charlie-site,250,360,,local,charlie-site;howhowhow;poem
scans/girlfrosty__girlfrosty.jpg,Poetry,,poem scan: girlfrosty,,,,Charlie Smith,howhowhow.com/poems/girlfrosty.html,no,medium,poem visual from old site,charlie-site,268,400,,local,charlie-site;howhowhow;poem
scans/heresmyditty__heresmyditty.gif,Poetry,,poem scan: heresmyditty,,,,Charlie Smith,howhowhow.com/poems/heresmyditty.html,no,medium,poem visual from old site,charlie-site,230,502,,local,charlie-site;howhowhow;poem
scans/isleptandslept__isleptandslept.gif,Poetry,,poem scan: isleptandslept,,,,Charlie Smith,howhowhow.com/poems/isleptandslept.html,no,medium,poem visual from old site,charlie-site,286,397,,local,charlie-site;howhowhow;poem
scans/newworldorder__newworldorder.gif,Poetry,,poem scan: newworldorder,,,,Charlie Smith,howhowhow.com/poems/newworldorder.html,no,medium,poem visual from old site,charlie-site,476,824,,local,charlie-site;howhowhow;poem
scans/orsoonethinks__orsoonethinks.gif,Poetry,,poem scan: orsoonethinks,,,,Charlie Smith,howhowhow.com/poems/orsoonethinks.html,no,medium,poem visual from old site,charlie-site,492,422,,local,charlie-site;howhowhow;poem
scans/pbr__pbr.jpg,Poetry,,poem scan: pbr,,,,Charlie Smith,howhowhow.com/poems/pbr.html,no,medium,poem visual from old site,charlie-site,300,400,,local,charlie-site;howhowhow;poem
scans/sohereitis__sohereitis.gif,Poetry,,poem scan: sohereitis,,,,Charlie Smith,howhowhow.com/poems/sohereitis.html,no,medium,poem visual from old site,charlie-site,228,557,,local,charlie-site;howhowhow;poem
scans/sothestorygoes__sothestorygoes.gif,Poetry,,poem scan: sothestorygoes,,,,Charlie Smith,howhowhow.com/poems/sothestorygoes.html,no,medium,poem visual from old site,charlie-site,546,301,,local,charlie-site;howhowhow;poem
scans/walkingwithchickens__walkingwithchickens.gif,Poetry,,poem scan: walkingwithchickens,,,,Charlie Smith,howhowhow.com/poems/walkingwithchickens.html,no,medium,poem visual from old site,charlie-site,359,374,,local,charlie-site;howhowhow;poem
scans/wanderinghorse__wanderinghorse.gif,Poetry,,poem scan: wanderinghorse,,,,Charlie Smith,howhowhow.com/poems/wanderinghorse.html,no,medium,poem visual from old site,charlie-site,395,248,,local,charlie-site;howhowhow;poem
red-hot-cock__bonnaroocock.jpg,howhowhow-news,red-hot-cock,Rooster piece at Bonnaroo,,,,Charlie Smith,howhowhow.com/news.html,no,low,old-site news gallery image,charlie-site,400,265,,local,charlie-site;community-built;congregation;contraptionism;fire-cauldron;howhowhow;jackal-rooster;log-sacrifice;mythic-hybrid;red-hot-cock;rooster;teeter-totter
fleeble-flobbler__bonnarooteeter.jpg,howhowhow-news,fleeble-flobbler,Teeter piece at Bonnaroo,,,,Charlie Smith,howhowhow.com/news.html,no,low,old-site news gallery image,charlie-site,400,300,,local,charlie-site;clown;fire-cauldron;fleeble-flobbler;howhowhow;inner-child;mythic-hybrid;ride;teeter-totter
contraptions__contraptions10.jpg,howhowhow-news,contraptions,Contraptions installation detail,,,,Charlie Smith,howhowhow.com/news.html,no,low,old-site news gallery image,charlie-site,400,225,2007-09-18,local,charlie-site;contraptions;detail;howhowhow;namesake-of-contraptionism
tunnel-of-transformation__jontunnelvolcano.jpg,howhowhow-news,tunnel-of-transformation,Tunnel of Transformation / volcano,,,,Charlie Smith,howhowhow.com/news.html,no,low,old-site news gallery image,charlie-site,400,280,,local,charlie-site;howhowhow;regional-touring;transformation;tunnel-of-transformation
L195106-R01-041-19.jpg,howhowhow-news,synapses-tour,"Night fire sculpture — twin curved panels with glowing symbol-disc cutouts, embers raining over crowd",,,,Charlie Smith,howhowhow.com/news.html,no,low,Film scan; symbol-disc cutouts suggest Synapses-era symbol cauldron — confirm with Charlie,charlie-site,400,270,2007-08-06,local,charlie-site;community-built;congregation;fire-cauldron;howhowhow;regional-burning-man;symbol-system;synapses-tour
synapses-tour__synapses.jpg,howhowhow-news,synapses-tour,Synapses fire cauldron,,,,Charlie Smith,howhowhow.com/news.html,no,low,old-site news gallery image,charlie-site,400,225,,local,charlie-site;community-built;congregation;fire-cauldron;howhowhow;regional-burning-man;symbol-system;synapses-tour
time-star__ajc-beltline-star.jpg,press,time-star,AJC article lead image,,,,AJC,https://www.ajc.com/lifestyles/meet-the-new-star-the-beltline/IdGxc2py9aKmamz3kJ5K2N/,no,low,press article lead image (og:image),third-party,,,,dropped-auth-gated,community-built;press;seven;sun;teeter-totter;time;time-star
fleeble-flobbler__creativeloafing-fleeble.png,press,fleeble-flobbler,Creative Loafing article lead image,,,,Creative Loafing,https://creativeloafing.com/content-212695-have-you-seen-charlie-smith-s-fleeble,no,low,press article lead image (og:image),third-party,1020,1020,,local,clown;fire-cauldron;fleeble-flobbler;inner-child;mythic-hybrid;press;ride;teeter-totter
time-star__artsatl-beltline.jpg,press,time-star,ArtsATL article lead image,,,,ArtsATL,https://www.artsatl.org/art-match-ambition-art-atlanta-beltline/,no,low,press article lead image (og:image),third-party,640,427,,local,community-built;press;seven;sun;teeter-totter;time;time-star
time-star__beltline-timestar.jpg,press,time-star,Atlanta BeltLine article lead image,,,,Atlanta BeltLine,https://beltline.org/art/a-247-timestar-lives/,no,low,press article lead image (og:image),third-party,1280,854,,local,community-built;press;seven;sun;teeter-totter;time;time-star
bmj-2015-artist-update.jpg,press,,Burning Man Journal article lead image,,,,Burning Man Journal,https://journal.burningman.org/2015/02/burning-man-arts/brc-art/artist-update-charlie-smith/,no,low,press article lead image (og:image),third-party,960,640,,local,press
time-star__bmj-2012-honoraria.jpg,press,time-star,Burning Man Journal article lead image,,,,Burning Man Journal,https://journal.burningman.org/2012/05/burning-man-arts/brc-art/burning-man-2012-honorarium-art-projects-announced/,no,low,press article lead image (og:image),third-party,1180,805,,local,community-built;press;seven;sun;teeter-totter;time;time-star
red-hot-cock__bmj-2018-honoraria.png,press,red-hot-cock,Burning Man Journal article lead image,,,,Burning Man Journal,https://journal.burningman.org/2018/02/burning-man-arts/brc-art/introducing-the-2018-black-rock-city-honoraria/,no,low,press article lead image (og:image),third-party,2048,2048,,local,community-built;congregation;contraptionism;fire-cauldron;jackal-rooster;log-sacrifice;mythic-hybrid;press;red-hot-cock;rooster;teeter-totter
kriskrug-profile.jpg,press,,Kris Krug article lead image,,,,Kris Krug,https://kriskrug.co/2023/08/30/the-artist-profile-of-charlie-blackcat-smith-the-johnny-appleseed-of-burning-man/,no,low,press article lead image (og:image),third-party,1199,416,,local,press
red-hot-cock__kriskrug-redhotcock.jpg,press,red-hot-cock,Kris Krug article lead image,,,,Kris Krug,https://kriskrug.co/2023/08/25/burning-man-art-projects-uncle-charlies-red-hot-cock-tyson-ayers-shrine-of-sympathetic-resonance/,no,low,press article lead image (og:image),third-party,1200,375,,local,community-built;congregation;contraptionism;fire-cauldron;jackal-rooster;log-sacrifice;mythic-hybrid;press;red-hot-cock;rooster;teeter-totter
fleeble-flobbler__liveandlisten-hulaween.jpg,press,fleeble-flobbler,Live and Listen article lead image,,,,Live and Listen,https://www.liveandlisten.com/blogs/news/suwannee-hulaween-celebrates-10-years-this-weekend,no,low,press article lead image (og:image),third-party,2048,1437,,local,clown;fire-cauldron;fleeble-flobbler;inner-child;mythic-hybrid;press;ride;teeter-totter
kk-interview-modern-myths-2023__ksJDcyZmvh4.jpg,Video-stills,,Modern Myths Unveiled interview thumbnail,,,,Kris Krug,https://www.youtube.com/watch?v=ksJDcyZmvh4,no,low,youtube maxres thumbnail (reference still),video-still,1280,720,,local,video-still
kk-redhotcock-shrine-2023__CSoU5gZDL6Y.jpg,Video-stills,red-hot-cock,Red Hot Cock + Shrine story thumbnail,,,,Kris Krug,https://www.youtube.com/watch?v=CSoU5gZDL6Y,no,low,youtube maxres thumbnail (reference still),video-still,1280,720,,local,community-built;congregation;contraptionism;fire-cauldron;jackal-rooster;log-sacrifice;mythic-hybrid;red-hot-cock;rooster;teeter-totter;video-still
redhotcock-build-2018__eL3aEgK2YCs.jpg,Video-stills,red-hot-cock,Red Hot Cock build video thumbnail,,,,unknown,https://www.youtube.com/watch?v=eL3aEgK2YCs,no,low,youtube maxres thumbnail (reference still),video-still,1280,720,,local,build;community-built;congregation;contraptionism;fire-cauldron;jackal-rooster;log-sacrifice;mythic-hybrid;red-hot-cock;rooster;teeter-totter;video-still
meet-the-blackcats-2024__bRfHe2OxmY4.jpg,Video-stills,,Meet The Blackcats family video thumbnail,,,,unknown,https://www.youtube.com/watch?v=bRfHe2OxmY4,no,low,youtube maxres thumbnail (reference still),video-still,1280,720,,local,video-still
00961019-D6A4-4BAE-876A-0A3F6C6ADB44__dngprev.jpg,Red-Hot-Cock-BM2018,red-hot-cock,Charlie laughing with capped crewmate during steel-beam build on the playa,Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),yes,high,people: Charlie; scene: build; cam: Canon EOS 5D Mark IV,kk-owned,2560,1707,2018-08-22,local,build;burning-man-2018;charlie;community-built;congregation;contraptionism;crew;fire-cauldron;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;red-hot-cock;rooster;teeter-totter
0199AA2B-81D9-4AAE-B382-A0A56D3D7A56__dngprev.jpg,Red-Hot-Cock-BM2018,,Charlie and gold-suited bearded friend pose grinning at shaded camp,Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),no,high,people: Charlie; scene: portrait; cam: Canon EOS 5D Mark IV,kk-owned,2560,1707,2018-08-31,local,burning-man-2018;camp;charlie;kk-photo;portrait
083BA554-380B-46E8-A338-692AC90F9C19__dngprev.jpg,Red-Hot-Cock-BM2018,red-hot-cock,Crew group portrait at night beneath jackal-rooster sculpture with string lights,Okeechobee Music Festival 2016/2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),yes,medium,people: crowd; scene: crew; cam: Canon EOS 5D Mark IV,kk-owned,2560,1707,2018-03-02,local,community-built;congregation;contraptionism;crew;fire-cauldron;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2016;okeechobee-2018;portrait;red-hot-cock;rooster;teeter-totter
0ACAB38B-5E2E-4CD0-9164-F5989A671261__dngprev.jpg,Red-Hot-Cock-BM2018,red-hot-cock,Charlie embraces crewmate beside steel sculpture base on bright open playa,Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),yes,high,people: Charlie; scene: build; cam: Canon EOS 5D Mark IV,kk-owned,2560,1707,2018-08-22,local,build;burning-man-2018;charlie;community-built;congregation;contraptionism;crew;fire-cauldron;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;red-hot-cock;rooster;teeter-totter
126DCE22-4D4A-46DD-A067-444BEC08E01B__dngprev.jpg,Red-Hot-Cock-BM2018,,dark/near-black frame,,,,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),no,low,scene: other,kk-owned,1852,1852,,local,kk-photo;other
1B1648BE-FA9D-4E92-B9EC-97141F2C48B5__dngprev.jpg,Red-Hot-Cock-BM2018,,Two bearded crew in trucker cap and bandana pose under shade tent,Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),no,medium,people: 3 crew; scene: portrait; cam: Canon EOS 5D Mark IV,kk-owned,2560,1598,2018-08-23,local,burning-man-2018;crew;kk-photo;portrait
1BAA0E86-0BF6-48DB-9CD1-1A6F065D00AE__dngprev.jpg,Red-Hot-Cock-BM2018,red-hot-cock,"Charlie tends glowing fire-cooker firebox at night, festival lights streaking",Okeechobee Music Festival 2016/2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),yes,medium,people: Charlie; scene: burn-night; cam: Canon EOS 5D Mark IV,kk-owned,2560,1707,2018-03-03,local,burn-night;charlie;community-built;congregation;contraptionism;fire-cauldron;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2016;okeechobee-2018;red-hot-cock;rooster;teeter-totter
1BB0E362-E4C0-4C77-AC89-FEF13CF1E60E__dngprev.jpg,Red-Hot-Cock-BM2018,,dark/near-black frame,,,,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),no,low,scene: other,kk-owned,2047,1169,,local,kk-photo;other
1D5D2B74-00B2-4184-A7CB-54A9C4ED2691__dngprev.jpg,Red-Hot-Cock-BM2018,,Charlie leans cheek-to-cheek with smiling woman in sunhat at camp,Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),no,high,people: Charlie; scene: portrait; cam: Canon EOS 5D Mark IV,kk-owned,2560,1707,2018-08-25,local,burning-man-2018;camp;charlie;kk-photo;portrait
1F8591A5-F4FA-4A63-ACC3-CF2A0E0D3D3E__dngprev.jpg,Red-Hot-Cock-BM2018,red-hot-cock,Charlie working the fire-cooker amid streaking lights and night crowd,Okeechobee Music Festival 2016/2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),yes,medium,people: Charlie; scene: burn-night; cam: Canon EOS 5D Mark IV,kk-owned,2560,2242,2018-03-03,local,burn-night;charlie;community-built;congregation;contraptionism;fire-cauldron;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;okeechobee-2016;okeechobee-2018;red-hot-cock;rooster;teeter-totter
20180824_103517.jpg,Red-Hot-Cock-BM2018,,Crew pose with orange United Rentals telehandler in dusty desert haze,Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),no,high,people: 3 crew; scene: build; cam: SM-G965W,kk-owned,4032,3024,2018-08-24,local,build;burning-man-2018;crew;kk-photo
20180825_101436.jpg,Red-Hot-Cock-BM2018,,"Crew relax around camp table under printed-banner shade, shirtless man at right",Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),no,high,people: 3 crew; scene: camp; cam: SM-G965W,kk-owned,4032,3024,2018-08-25,local,burning-man-2018;camp;crew;kk-photo
20180825_104403.jpg,Red-Hot-Cock-BM2018,,Crew gathered around bottle-strewn camp table laughing under tent,Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),no,high,people: crowd; scene: camp; cam: SM-G965W,kk-owned,4032,3024,2018-08-25,local,burning-man-2018;camp;crew;kk-photo
20180830_144352.jpg,Red-Hot-Cock-BM2018,red-hot-cock,Goofy upside-down selfie of two crew under camp tent with cock banner,Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),no,medium,people: Charlie; scene: camp; cam: SM-G965W,kk-owned,4032,1960,2018-08-30,local,burning-man-2018;camp;community-built;congregation;contraptionism;crew;fire-cauldron;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;red-hot-cock;rooster;teeter-totter
20180830_144356.jpg,Red-Hot-Cock-BM2018,red-hot-cock,Goofy upside-down selfie of two grinning crew beneath painted cock banner,Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),no,medium,people: Charlie; scene: camp; cam: SM-G965W,kk-owned,4032,1960,2018-08-30,local,burning-man-2018;camp;community-built;congregation;contraptionism;crew;fire-cauldron;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;red-hot-cock;rooster;teeter-totter
20180903_133902.jpg,Red-Hot-Cock-BM2018,red-hot-cock,Charlie shirtless with belly tattoo holds court at truck tailgate camp,Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),yes,high,people: Charlie; scene: camp; cam: SM-G965W,kk-owned,4032,1960,2018-09-03,local,burning-man-2018;camp;charlie;community-built;congregation;contraptionism;fire-cauldron;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;red-hot-cock;rooster;teeter-totter
25650EF8-1674-4444-8B7B-EBA12E206032__dngprev.jpg,Red-Hot-Cock-BM2018,red-hot-cock,"Charlie eats popsicle before rooster sculpture, 'Creativity Addiction Redemption' title card",Burning Man 2018,,,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),yes,high,people: Charlie; scene: signage,kk-owned,2560,1707,,local,burning-man-2018;charlie;community-built;congregation;contraptionism;fire-cauldron;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;red-hot-cock;rooster;signage;teeter-totter
27E4E656-311E-43B6-855C-63A7D7938E30__dngprev.jpg,Red-Hot-Cock-BM2018,red-hot-cock,Whole crew cheers arms-up before steel sculpture on hazy playa,Burning Man 2018,,2018,Kris Krüg,local: Charlie Smith BLackcat folder (KK 2018),yes,high,people: crowd; scene: crew; cam: Canon EOS 5D Mark IV,kk-owned,2560,1253,2018-08-22,local,burning-man-2018;community-built;congregation;contraptionism;crew;fire-cauldron;hero;jackal-rooster;kk-photo;log-sacrifice;mythic-hybrid;red-hot-cock;rooster;teeter-totter
